Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Julian Champagnie,SAS,,NOP,L,30:18,2,6,.333,0,4,.000,1,2,.500,3,3,6,3,0,3,0,2,5,-3,7.6,2024-02-02
Luguentz Dort,OKC,,CHO,W,19:06,3,4,.750,2,3,.667,0,0,,1,1,2,1,0,1,0,3,8,+16,7.6,2024-02-02
Andrew Wiggins,GSW,@,MEM,W,30:07,3,8,.375,1,2,.500,2,2,1.000,0,2,2,0,1,2,0,0,9,+9,7.6,2024-02-02
Vince Williams,MEM,,GSW,L,31:29,6,12,.500,1,5,.200,2,5,.400,1,5,6,4,0,1,4,5,15,-13,7.5,2024-02-02
Jordan McLaughlin,MIN,,ORL,L,5:27,2,3,.667,2,3,.667,0,0,,0,0,0,1,2,0,0,0,6,+3,7.4,2024-02-02
Deandre Ayton,POR,@,DEN,L,26:45,3,6,.500,0,0,,2,2,1.000,1,2,3,1,0,1,0,1,8,-16,7.3,2024-02-02
Jabari Smith,HOU,,TOR,W,24:06,4,9,.444,2,5,.400,1,1,1.000,1,2,3,1,0,0,1,0,11,+8,7.3,2024-02-02
Klay Thompson,GSW,@,MEM,W,26:52,6,15,.400,2,9,.222,0,0,,0,2,2,0,0,1,0,0,14,+5,7.2,2024-02-02
Tyrese Haliburton,IND,,SAC,L,21:32,6,10,.600,1,3,.333,1,1,1.000,1,2,3,1,1,0,5,1,14,-15,7.0,2024-02-02
Naz Reid,MIN,,ORL,L,21:33,4,5,.800,1,2,.500,0,0,,0,5,5,1,0,0,2,1,9,+4,6.9,2024-02-02
Jeff Green,HOU,,TOR,W,15:16,2,2,1.000,0,0,,4,4,1.000,0,3,3,1,1,0,2,3,8,+5,6.8,2024-02-02
Cody Martin,CHO,@,OKC,L,21:03,3,5,.600,1,3,.333,0,0,,0,1,1,4,0,0,1,0,7,-19,6.8,2024-02-02
Mike Conley,MIN,,ORL,L,28:05,1,9,.111,1,6,.167,1,1,1.000,0,5,5,9,3,0,1,3,4,-13,6.7,2024-02-02
Lester Quiñones,GSW,@,MEM,W,19:05,3,6,.500,2,4,.500,2,2,1.000,1,5,6,1,0,0,2,3,10,+11,6.7,2024-02-02
Karl-Anthony Towns,MIN,,ORL,L,35:25,7,17,.412,2,7,.286,3,3,1.000,0,3,3,1,0,2,6,1,19,-8,6.5,2024-02-02
Kenrich Williams,OKC,,CHO,W,10:24,3,5,.600,2,3,.667,0,0,,0,3,3,0,0,1,0,2,8,-4,6.5,2024-02-02
Drew Eubanks,PHO,@,ATL,L,17:23,3,3,1.000,0,0,,0,0,,2,2,4,1,0,0,1,1,6,-7,6.4,2024-02-02
Blake Wesley,SAS,,NOP,L,12:37,2,4,.500,0,1,.000,0,0,,0,3,3,6,0,0,0,2,4,+3,6.3,2024-02-02
Bruce Brown,TOR,@,HOU,L,25:43,2,9,.222,1,2,.500,0,0,,1,4,5,4,2,2,1,1,5,-13,6.2,2024-02-02
Michael Porter,DEN,,POR,W,34:59,5,14,.357,3,10,.300,0,0,,0,4,4,1,0,0,1,0,13,+8,6.1,2024-02-02
Tyler Herro,MIA,@,WAS,W,31:49,6,19,.316,3,8,.375,0,0,,0,4,4,5,0,0,2,2,15,-3,6.0,2024-02-02
Boban Marjanović,HOU,,TOR,W,3:53,2,2,1.000,0,0,,2,2,1.000,1,3,4,0,0,0,1,0,6,+1,6.0,2024-02-02
Nick Smith,CHO,@,OKC,L,21:01,4,10,.400,3,4,.750,1,1,1.000,0,0,0,0,1,0,0,4,12,+3,6.0,2024-02-02
Ausar Thompson,DET,,LAC,L,26:08,1,4,.250,0,1,.000,1,2,.500,4,3,7,1,2,1,1,1,3,-11,5.9,2024-02-02
Thaddeus Young,TOR,@,HOU,L,25:25,4,4,1.000,0,0,,0,1,.000,1,3,4,1,0,0,2,2,8,-10,5.9,2024-02-02
Bilal Coulibaly,WAS,,MIA,L,25:12,1,4,.250,0,2,.000,3,3,1.000,0,4,4,3,1,1,1,2,5,-19,5.8,2024-02-02
Jonathan Isaac,ORL,@,MIN,W,19:59,1,4,.250,0,0,,1,2,.500,2,6,8,0,2,1,0,1,3,+5,5.7,2024-02-02
Tyus Jones,WAS,,MIA,L,25:53,2,7,.286,0,2,.000,2,2,1.000,0,1,1,6,1,0,1,2,6,-15,5.6,2024-02-02
Kevon Looney,GSW,@,MEM,W,11:14,4,4,1.000,0,0,,1,3,.333,0,1,1,1,1,0,3,1,9,+8,5.6,2024-02-02
Trey Murphy,NOP,@,SAS,W,26:32,4,9,.444,1,2,.500,0,0,,0,1,1,0,2,0,1,0,9,-18,5.6,2024-02-02
Jabari Walker,POR,@,DEN,L,21:15,3,7,.429,0,1,.000,1,1,1.000,4,4,8,0,0,0,1,2,7,-25,5.5,2024-02-02
John Konchar,MEM,,GSW,L,27:52,1,7,.143,1,3,.333,0,0,,4,8,12,5,1,0,2,2,3,-3,5.4,2024-02-02
Joe Ingles,ORL,@,MIN,W,13:28,2,4,.500,2,4,.500,0,0,,0,0,0,2,0,0,0,1,6,-10,5.0,2024-02-02
Trayce Jackson-Davis,GSW,@,MEM,W,9:10,2,2,1.000,0,0,,1,2,.500,0,2,2,0,0,1,0,1,5,+2,4.9,2024-02-02
Zach Collins,SAS,,NOP,L,19:34,4,9,.444,0,0,,1,2,.500,1,1,2,3,0,0,1,3,9,+8,4.8,2024-02-02
Daniel Theis,LAC,@,DET,W,17:30,2,3,.667,0,1,.000,1,2,.500,0,3,3,2,1,2,2,3,5,+11,4.8,2024-02-02
Cole Anthony,ORL,@,MIN,W,11:43,1,3,.333,0,0,,2,2,1.000,0,3,3,2,2,0,2,0,4,+2,4.6,2024-02-02
Moritz Wagner,ORL,@,MIN,W,11:02,2,3,.667,0,0,,4,4,1.000,0,3,3,0,0,0,2,3,8,+4,4.4,2024-02-02
Delon Wright,WAS,,MIA,L,6:14,1,2,.500,1,1,1.000,0,0,,1,1,2,1,0,1,0,0,3,+6,4.4,2024-02-02
Keita Bates-Diop,PHO,@,ATL,L,9:51,2,5,.400,2,4,.500,0,0,,1,1,2,0,0,0,0,0,6,-8,4.3,2024-02-02
Luke Kennard,MEM,,GSW,L,18:16,2,5,.400,2,3,.667,0,0,,1,1,2,2,0,0,1,1,6,-12,4.3,2024-02-02
Kessler Edwards,SAC,@,IND,W,14:36,0,0,,0,0,,0,0,,0,4,4,1,2,1,0,1,0,+11,4.2,2024-02-02
Caleb Martin,MIA,@,WAS,W,28:39,2,6,.333,0,2,.000,0,0,,2,2,4,4,1,0,1,3,4,+7,4.2,2024-02-02
Dillon Brooks,HOU,,TOR,W,23:41,2,6,.333,1,2,.500,1,2,.500,0,5,5,0,0,1,0,1,6,+11,4.0,2024-02-02
Obi Toppin,IND,,SAC,L,17:46,2,6,.333,1,4,.250,1,2,.500,0,4,4,1,1,1,1,2,6,-1,4.0,2024-02-02
Doug McDermott,SAS,,NOP,L,11:56,2,5,.400,2,5,.400,0,0,,0,2,2,0,0,0,0,0,6,-8,3.9,2024-02-02
Aleksej Pokusevski,OKC,,CHO,W,7:00,1,2,.500,1,1,1.000,1,2,.500,0,1,1,0,1,0,0,0,4,-8,3.9,2024-02-02
Ben Sheppard,IND,,SAC,L,16:25,2,6,.333,1,5,.200,2,2,1.000,0,1,1,0,0,0,0,0,7,-1,3.9,2024-02-02
Kyle Kuzma,WAS,,MIA,L,36:14,5,16,.313,1,5,.200,2,2,1.000,0,4,4,1,0,0,0,5,13,-7,3.7,2024-02-02
Aaron Nesmith,IND,,SAC,L,26:47,3,7,.429,0,2,.000,0,0,,1,3,4,2,1,1,1,6,6,0,3.6,2024-02-02
Gui Santos,GSW,@,MEM,W,10:46,2,2,1.000,0,0,,0,0,,1,1,2,0,0,0,0,2,4,+5,3.6,2024-02-02
Jae'Sean Tate,HOU,,TOR,W,17:13,1,2,.500,0,0,,0,0,,0,1,1,3,1,0,0,2,2,+14,3.6,2024-02-02
Eric Gordon,PHO,@,ATL,L,27:45,2,5,.400,2,5,.400,0,0,,0,3,3,1,1,0,2,1,6,-14,3.5,2024-02-02
Dennis Schröder,TOR,@,HOU,L,22:05,4,10,.400,0,5,.000,0,0,,0,2,2,1,1,0,1,1,8,-18,3.5,2024-02-02
Josh Richardson,MIA,@,WAS,W,24:44,3,8,.375,1,6,.167,0,0,,0,4,4,2,0,0,1,2,7,-6,3.4,2024-02-02
Jaden McDaniels,MIN,,ORL,L,32:00,4,10,.400,2,6,.333,0,0,,2,2,4,1,1,0,3,5,10,-12,3.3,2024-02-02
Lindy Waters,OKC,,CHO,W,17:35,2,5,.400,2,5,.400,0,0,,0,5,5,1,0,0,2,1,6,-16,3.1,2024-02-02
James Bouknight,CHO,@,OKC,L,6:12,2,4,.500,1,3,.333,0,0,,0,0,0,0,1,0,1,0,5,+10,3.0,2024-02-02
Tosan Evbuomwan,MEM,,GSW,L,16:27,1,2,.500,1,2,.500,0,0,,1,0,1,1,0,0,0,1,3,-13,3.0,2024-02-02
James Wiseman,DET,,LAC,L,2:14,1,1,1.000,0,0,,1,1,1.000,0,1,1,0,0,0,0,0,3,+7,3.0,2024-02-02
JT Thor,CHO,@,OKC,L,6:12,2,3,.667,0,1,.000,0,0,,0,2,2,0,0,0,0,1,4,+10,2.9,2024-02-02
Reggie Bullock,HOU,,TOR,W,9:30,1,4,.250,1,3,.333,0,0,,0,1,1,1,1,0,0,0,3,+3,2.6,2024-02-02
Davion Mitchell,SAC,@,IND,W,16:25,2,5,.400,0,2,.000,0,0,,0,2,2,1,1,0,1,0,4,-1,2.6,2024-02-02
James Harden,LAC,@,DET,W,33:36,1,10,.100,0,5,.000,2,2,1.000,1,2,3,6,1,0,1,1,4,+8,2.5,2024-02-02
Nickeil Alexander-Walker,MIN,,ORL,L,27:00,2,7,.286,1,5,.200,2,2,1.000,0,1,1,0,1,0,1,2,7,0,2.4,2024-02-02
Keegan Murray,SAC,@,IND,W,28:05,2,7,.286,1,6,.167,0,0,,1,0,1,1,0,0,0,0,5,+12,2.3,2024-02-02
Cody Zeller,NOP,@,SAS,W,8:04,0,0,,0,0,,0,0,,1,1,2,1,2,0,1,1,0,+6,2.3,2024-02-02
Alec Burks,DET,,LAC,L,20:46,2,10,.200,1,7,.143,1,1,1.000,1,1,2,1,1,1,1,0,6,-13,2.2,2024-02-02
Wesley Matthews,ATL,,PHO,W,12:32,2,6,.333,2,5,.400,0,0,,0,1,1,0,0,0,0,2,6,+4,2.1,2024-02-02
Olivier Sarr,OKC,,CHO,W,7:37,1,2,.500,0,1,.000,1,2,.500,1,3,4,0,0,1,1,2,3,-10,2.1,2024-02-02
Gary Harris,ORL,@,MIN,W,17:51,1,1,1.000,0,0,,0,0,,1,1,2,1,0,0,1,1,2,-4,2.0,2024-02-02
Nate Hinton,HOU,,TOR,W,3:53,1,2,.500,0,1,.000,0,0,,0,0,0,0,1,0,0,0,2,+1,2.0,2024-02-02
Aaron Holiday,HOU,,TOR,W,12:07,1,2,.500,1,2,.500,0,0,,0,0,0,2,1,0,2,1,3,-1,2.0,2024-02-02
DeAndre Jordan,DEN,,POR,W,4:36,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,1,2,-10,2.0,2024-02-02
Josh Okogie,PHO,@,ATL,L,14:33,1,3,.333,1,1,1.000,0,0,,0,0,0,0,0,1,0,0,3,-12,2.0,2024-02-02
Jakob Poeltl,TOR,@,HOU,L,20:22,3,5,.600,0,0,,0,0,,0,5,5,1,0,2,3,6,6,-17,1.9,2024-02-02
Landry Shamet,WAS,,MIA,L,13:09,1,5,.200,0,2,.000,3,3,1.000,0,2,2,1,0,0,1,1,5,-7,1.8,2024-02-02
Johnny Davis,WAS,,MIA,L,1:58,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+1,1.7,2024-02-02
Collin Gillespie,DEN,,POR,W,0:44,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+2,1.7,2024-02-02
Ish Smith,CHO,@,OKC,L,15:39,1,4,.250,0,0,,0,0,,0,1,1,3,1,0,1,1,2,-18,1.6,2024-02-02
Gradey Dick,TOR,@,HOU,L,23:47,1,8,.125,0,4,.000,1,2,.500,1,6,7,0,3,0,1,1,3,-19,1.5,2024-02-02
Santi Aldama,MEM,,GSW,L,21:13,1,8,.125,0,6,.000,0,0,,1,4,5,2,2,0,0,2,2,-3,1.3,2024-02-02
Jermaine Samuels,HOU,,TOR,W,3:53,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,+1,1.3,2024-02-02
Patty Mills,ATL,,PHO,W,9:35,1,4,.250,0,3,.000,0,0,,0,2,2,0,1,0,0,0,2,+9,1.2,2024-02-02
Matisse Thybulle,POR,@,DEN,L,23:05,1,5,.200,1,4,.250,0,0,,0,1,1,0,1,1,0,2,3,+5,1.1,2024-02-02
Jay Huff,DEN,,POR,W,0:44,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,+2,1.0,2024-02-02
Vasilije Micić,OKC,,CHO,W,14:04,1,2,.500,0,1,.000,0,0,,0,0,0,4,0,0,3,0,2,+5,0.8,2024-02-02
Nathan Mensah,CHO,@,OKC,L,6:12,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,+10,0.7,2024-02-02
Christian Braun,DEN,,POR,W,8:06,1,2,.500,0,1,.000,0,0,,1,1,2,0,0,0,1,1,2,-7,0.6,2024-02-02
Miles Bridges,CHO,@,OKC,L,32:04,3,16,.188,1,3,.333,2,2,1.000,0,5,5,4,0,0,2,2,9,-36,0.5,2024-02-02
Naji Marshall,NOP,@,SAS,W,16:34,1,6,.167,0,2,.000,0,0,,1,2,3,2,1,0,1,1,2,-19,0.5,2024-02-02
Justin Holiday,DEN,,POR,W,11:34,0,2,.000,0,1,.000,0,0,,0,0,0,1,1,0,0,0,0,+1,0.3,2024-02-02
Kris Murray,POR,@,DEN,L,13:37,0,1,.000,0,0,,0,0,,1,1,2,0,1,0,1,0,0,+8,0.3,2024-02-02
Ibou Badji,POR,@,DEN,L,0:44,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2024-02-02
Anthony Gill,WAS,,MIA,L,0:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,0.0,2024-02-02
Braxton Key,DEN,,POR,W,0:44,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,0.0,2024-02-02
Justin Minaya,POR,@,DEN,L,0:44,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2024-02-02
Andrew Nembhard,IND,,SAC,L,0:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2024-02-02
Jerome Robinson,GSW,@,MEM,W,1:46,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+5,0.0,2024-02-02
Haywood Highsmith,MIA,@,WAS,W,15:05,2,6,.333,0,4,.000,0,0,,1,1,2,0,0,0,1,2,4,+1,-0.2,2024-02-02
Cedi Osman,SAS,,NOP,L,19:23,1,6,.167,1,5,.200,0,0,,0,0,0,0,2,2,2,3,3,-6,-0.6,2024-02-02
Kobe Brown,LAC,@,DET,W,2:39,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-7,-0.7,2024-02-02
Matthew Hurt,MEM,,GSW,L,1:46,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-5,-0.7,2024-02-02
Saddiq Bey,ATL,,PHO,W,16:26,1,7,.143,0,3,.000,0,0,,2,1,3,0,0,0,0,0,2,+3,-0.8,2024-02-02
Kevin Knox,DET,,LAC,L,18:24,0,2,.000,0,2,.000,0,0,,0,1,1,2,1,0,1,3,0,+16,-0.9,2024-02-02
Jordan Hawkins,NOP,@,SAS,W,10:49,1,5,.200,0,4,.000,0,0,,0,0,0,0,0,0,0,0,2,0,-1.1,2024-02-02
Brandon Boston,LAC,@,DET,W,2:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-7,-1.4,2024-02-02
Garrett Temple,TOR,@,HOU,L,3:49,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1,-1.4,2024-02-02
Monte Morris,DET,,LAC,L,10:24,0,4,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,0,0,-15,-1.8,2024-02-02
Gregory Jackson,MEM,,GSW,L,16:11,0,3,.000,0,2,.000,1,2,.500,0,1,1,1,0,0,1,1,1,-8,-1.9,2024-02-02
Keyontae Johnson,OKC,,CHO,W,9:36,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-13,-2.1,2024-02-02
Jarace Walker,IND,,SAC,L,6:35,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,1,2,1,0,-4,-2.1,2024-02-02
P.J. Washington,CHO,@,OKC,L,26:25,2,9,.222,0,3,.000,1,2,.500,1,5,6,1,2,0,5,3,5,-19,-2.2,2024-02-02
Jalen McDaniels,TOR,@,HOU,L,13:35,1,3,.333,1,2,.500,0,0,,0,1,1,0,0,0,4,1,3,-13,-2.8,2024-02-02
Giannis Antetokounmpo,MIL,@,DAL,W,40:10,20,28,.714,2,5,.400,6,10,.600,1,5,6,10,5,1,1,3,48,+15,47.5,2024-02-03
Stephen Curry,GSW,@,ATL,L,41:21,22,38,.579,10,23,.435,6,6,1.000,1,5,6,4,0,1,2,1,60,-1,45.5,2024-02-03
De'Aaron Fox,SAC,@,CHI,W,35:25,13,24,.542,5,11,.455,10,12,.833,0,4,4,4,5,0,3,5,41,+5,32.6,2024-02-03
Donovan Mitchell,CLE,@,SAS,W,35:28,12,20,.600,4,9,.444,3,3,1.000,3,5,8,7,2,2,2,2,31,+22,30.9,2024-02-03
Cam Thomas,BRK,@,PHI,W,36:29,14,26,.538,5,11,.455,7,8,.875,1,2,3,5,1,0,3,3,40,+22,28.6,2024-02-03
Luka Dončić,DAL,,MIL,L,42:25,13,26,.500,4,12,.333,10,11,.909,1,8,9,11,1,0,9,4,40,-12,27.8,2024-02-03
Jalen Brunson,NYK,,LAL,L,44:43,15,31,.484,1,6,.167,5,6,.833,2,4,6,10,0,0,3,1,36,-5,26.1,2024-02-03
Damian Lillard,MIL,@,DAL,W,38:13,10,11,.909,5,5,1.000,5,6,.833,0,3,3,8,0,1,6,3,30,+16,25.9,2024-02-03
Trae Young,ATL,,GSW,W,42:16,12,21,.571,7,11,.636,4,5,.800,0,0,0,6,1,0,3,3,35,+5,25.7,2024-02-03
Evan Mobley,CLE,@,SAS,W,23:57,11,15,.733,3,3,1.000,3,4,.750,2,8,10,3,0,0,0,5,28,-7,25.4,2024-02-03
Onyeka Okongwu,ATL,,GSW,W,36:04,8,12,.667,2,4,.500,4,4,1.000,6,10,16,0,0,2,0,4,22,+9,23.8,2024-02-03
Jarrett Allen,CLE,@,SAS,W,30:44,12,18,.667,0,0,,2,2,1.000,4,12,16,0,0,0,1,1,26,+26,23.2,2024-02-03
DeMar DeRozan,CHI,,SAC,L,38:37,5,14,.357,0,2,.000,14,15,.933,1,6,7,6,4,0,3,2,24,+4,22.7,2024-02-03
LeBron James,LAL,@,NYK,W,40:18,10,19,.526,2,5,.400,2,2,1.000,1,4,5,5,2,1,1,1,24,+11,21.4,2024-02-03
Jalen Johnson,ATL,,GSW,W,43:14,9,20,.450,2,6,.333,1,1,1.000,3,10,13,8,0,1,0,3,21,-3,20.8,2024-02-03
Austin Reaves,LAL,@,NYK,W,38:47,6,13,.462,3,6,.500,7,8,.875,0,6,6,7,0,2,1,3,22,+8,20.8,2024-02-03
Nikola Vučević,CHI,,SAC,L,34:26,10,18,.556,1,4,.250,3,3,1.000,2,10,12,3,1,0,2,2,24,-3,20.1,2024-02-03
Nic Claxton,BRK,@,PHI,W,25:36,4,4,1.000,0,0,,4,6,.667,3,12,15,4,0,4,1,1,12,+17,19.9,2024-02-03
Malik Monk,SAC,@,CHI,W,33:49,7,14,.500,2,4,.500,6,7,.857,0,5,5,7,0,1,1,3,22,+6,19.5,2024-02-03
Clint Capela,ATL,,GSW,W,25:18,8,11,.727,0,0,,1,2,.500,6,9,15,2,0,0,1,0,17,+4,19.4,2024-02-03
Coby White,CHI,,SAC,L,36:27,10,18,.556,4,7,.571,2,2,1.000,0,6,6,4,0,0,3,1,26,-2,18.6,2024-02-03
Devin Vassell,SAS,,CLE,L,34:04,7,16,.438,3,8,.375,5,5,1.000,0,6,6,3,0,1,0,0,22,-10,18.2,2024-02-03
Anthony Davis,LAL,@,NYK,W,36:25,4,12,.333,0,1,.000,4,4,1.000,2,16,18,5,1,4,0,2,12,+6,17.9,2024-02-03
Donte DiVincenzo,NYK,,LAL,L,40:18,10,22,.455,6,16,.375,0,0,,1,5,6,4,0,1,0,6,26,+1,17.9,2024-02-03
Victor Wembanyama,SAS,,CLE,L,26:52,5,16,.313,2,4,.500,7,8,.875,4,10,14,3,2,2,3,0,19,+10,17.7,2024-02-03
Josh Green,DAL,,MIL,L,37:47,7,12,.583,4,8,.500,2,2,1.000,0,9,9,3,1,0,3,0,20,-29,17.2,2024-02-03
Mikal Bridges,BRK,@,PHI,W,32:15,7,16,.438,5,12,.417,4,5,.800,1,2,3,4,0,0,1,1,23,+24,16.9,2024-02-03
Maxi Kleber,DAL,,MIL,L,33:50,8,11,.727,4,7,.571,1,1,1.000,0,3,3,2,2,0,2,5,21,-14,16.8,2024-02-03
Trey Lyles,SAC,@,CHI,W,23:57,5,8,.625,5,7,.714,1,1,1.000,2,3,5,3,2,0,2,1,16,0,16.4,2024-02-03
Domantas Sabonis,SAC,@,CHI,W,39:27,6,8,.750,0,1,.000,1,1,1.000,0,14,14,10,1,0,6,1,13,+10,15.6,2024-02-03
Tyrese Maxey,PHI,,BRK,L,30:38,8,23,.348,3,8,.375,4,6,.667,1,2,3,5,3,0,1,2,23,-14,15.3,2024-02-03
Brandin Podziemski,GSW,@,ATL,L,38:52,6,12,.500,0,2,.000,3,5,.600,2,9,11,5,0,1,0,4,15,-13,14.9,2024-02-03
Terquavion Smith,PHI,,BRK,L,9:11,6,7,.857,5,6,.833,0,1,.000,0,0,0,1,0,0,0,2,17,+8,14.0,2024-02-03
Lonnie Walker,BRK,@,PHI,W,30:09,8,16,.500,3,8,.375,1,1,1.000,1,1,2,3,0,0,0,3,20,+11,13.9,2024-02-03
Keldon Johnson,SAS,,CLE,L,22:04,7,11,.636,2,3,.667,1,2,.500,2,3,5,0,1,0,1,2,17,-15,13.2,2024-02-03
Ayo Dosunmu,CHI,,SAC,L,39:01,7,16,.438,3,9,.333,1,2,.500,1,3,4,5,2,0,2,3,18,-15,13.1,2024-02-03
Lester Quiñones,GSW,@,ATL,L,22:42,6,11,.545,4,8,.500,1,2,.500,4,1,5,0,0,0,1,2,17,-7,12.6,2024-02-03
Jaxson Hayes,LAL,@,NYK,W,12:30,3,3,1.000,0,0,,4,5,.800,0,1,1,3,1,0,0,0,10,+1,12.1,2024-02-03
Jaden Springer,PHI,,BRK,L,25:38,4,7,.571,0,1,.000,3,3,1.000,3,2,5,3,1,0,1,1,11,-7,12.1,2024-02-03
Tim Hardaway,DAL,,MIL,L,38:15,6,15,.400,4,8,.500,2,2,1.000,1,1,2,2,2,0,1,4,18,-6,11.7,2024-02-03
Bobby Portis,MIL,@,DAL,W,31:11,4,10,.400,0,3,.000,4,5,.800,3,7,10,2,1,0,0,3,12,-3,11.6,2024-02-03
Cameron Johnson,BRK,@,PHI,W,32:53,5,12,.417,2,9,.222,1,1,1.000,2,5,7,3,2,1,3,0,13,-1,11.3,2024-02-03
Taurean Prince,LAL,@,NYK,W,32:39,6,10,.600,3,6,.500,1,1,1.000,0,2,2,2,0,1,2,3,16,+7,10.9,2024-02-03
Patrick Beverley,PHI,,BRK,L,19:36,4,8,.500,1,3,.333,0,0,,0,3,3,9,0,1,2,1,9,-15,10.5,2024-02-03
Furkan Korkmaz,PHI,,BRK,L,26:56,3,4,.750,1,1,1.000,3,4,.750,0,4,4,1,1,0,0,1,10,-8,10.5,2024-02-03
D'Angelo Russell,LAL,@,NYK,W,26:59,5,14,.357,2,7,.286,4,4,1.000,0,1,1,4,0,1,0,4,16,-6,10.4,2024-02-03
KJ Martin,PHI,,BRK,L,21:21,5,9,.556,1,2,.500,0,0,,0,4,4,4,0,0,0,1,11,+1,10.3,2024-02-03
Caris LeVert,CLE,@,SAS,W,25:05,4,10,.400,2,5,.400,0,0,,1,4,5,6,1,0,1,2,10,+20,9.9,2024-02-03
Tre Jones,SAS,,CLE,L,28:15,3,10,.300,0,3,.000,1,1,1.000,0,5,5,8,1,0,0,0,7,+6,9.3,2024-02-03
Dejounte Murray,ATL,,GSW,W,40:58,9,24,.375,0,6,.000,1,1,1.000,0,5,5,7,1,0,2,5,19,+4,9.2,2024-02-03
Trendon Watford,BRK,@,PHI,W,8:38,4,5,.800,1,1,1.000,0,0,,1,2,3,1,0,0,0,0,9,-8,9.1,2024-02-03
Kelly Oubre,PHI,,BRK,L,25:25,3,14,.214,0,5,.000,10,10,1.000,1,3,4,0,1,0,0,3,16,-10,8.8,2024-02-03
Khris Middleton,MIL,@,DAL,W,38:29,5,15,.333,1,4,.250,2,2,1.000,1,2,3,8,1,0,2,5,13,+24,8.4,2024-02-03
Josh Hart,NYK,,LAL,L,41:35,5,16,.313,2,6,.333,0,0,,4,7,11,4,1,0,2,3,12,-12,8.3,2024-02-03
Jonathan Kuminga,GSW,@,ATL,L,34:14,6,12,.500,1,3,.333,3,4,.750,2,2,4,3,1,0,4,6,16,-5,8.3,2024-02-03
Alex Caruso,CHI,,SAC,L,37:08,3,7,.429,1,4,.250,0,0,,2,3,5,6,3,2,4,5,7,+1,8.2,2024-02-03
Jae Crowder,MIL,@,DAL,W,20:42,4,6,.667,0,1,.000,0,0,,0,2,2,2,2,0,0,3,8,-18,8.2,2024-02-03
Isaiah Hartenstein,NYK,,LAL,L,33:04,2,9,.222,0,0,,2,2,1.000,6,9,15,2,0,2,0,5,6,-3,8.2,2024-02-03
Dwight Powell,DAL,,MIL,L,18:31,1,1,1.000,0,0,,2,2,1.000,3,5,8,2,0,1,1,1,4,+4,8.0,2024-02-03
Doug McDermott,SAS,,CLE,L,20:06,3,5,.600,2,3,.667,0,0,,0,0,0,3,1,0,0,3,8,-7,7.6,2024-02-03
Derrick Jones,DAL,,MIL,L,35:09,3,6,.500,0,0,,2,3,.667,1,3,4,1,2,0,1,1,8,-12,7.5,2024-02-03
Julian Champagnie,SAS,,CLE,L,22:42,3,6,.500,1,3,.333,1,2,.500,1,4,5,1,0,2,1,1,8,+10,7.2,2024-02-03
Max Christie,LAL,@,NYK,W,26:07,2,2,1.000,2,2,1.000,0,1,.000,0,1,1,1,0,2,0,1,6,+12,7.0,2024-02-03
Garrison Mathews,ATL,,GSW,W,16:18,2,5,.400,1,4,.250,3,3,1.000,1,2,3,0,0,1,0,1,8,+14,6.9,2024-02-03
Royce O'Neale,BRK,@,PHI,W,26:16,3,5,.600,2,4,.500,0,0,,1,3,4,2,0,0,1,2,8,-5,6.9,2024-02-03
Precious Achiuwa,NYK,,LAL,L,42:28,4,11,.364,0,3,.000,2,2,1.000,4,4,8,0,0,1,1,2,10,-10,6.8,2024-02-03
Harry Giles,BRK,@,PHI,W,8:22,3,6,.500,1,1,1.000,1,2,.500,2,2,4,2,0,0,0,3,8,-12,6.8,2024-02-03
Bogdan Bogdanović,ATL,,GSW,W,37:51,5,16,.313,2,10,.200,1,1,1.000,0,4,4,4,2,0,2,3,13,+1,6.6,2024-02-03
Draymond Green,GSW,@,ATL,L,34:59,3,9,.333,1,3,.333,0,0,,1,5,6,8,0,1,3,2,7,-7,6.6,2024-02-03
