Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
Nikola Jokić,DEN,,LAL,W,36:16,12,22,.545,3,5,.600,2,4,.500,3,10,13,11,1,1,2,2,29,+15,29.3,2023-10-24
Devin Booker,PHO,@,GSW,W,36:58,13,21,.619,3,8,.375,3,3,1.000,1,5,6,8,1,0,6,4,32,+5,23.7,2023-10-24
LeBron James,LAL,@,DEN,L,29:00,10,16,.625,1,4,.250,0,1,.000,1,7,8,5,1,0,0,1,21,+7,20.3,2023-10-24
Aaron Gordon,DEN,,LAL,W,34:59,7,11,.636,1,2,.500,0,0,,2,5,7,5,2,1,0,0,15,+6,19.2,2023-10-24
Jamal Murray,DEN,,LAL,W,34:15,8,13,.615,3,5,.600,2,2,1.000,0,2,2,6,0,1,1,3,21,+3,18.4,2023-10-24
Taurean Prince,LAL,@,DEN,L,29:53,6,8,.750,4,6,.667,2,2,1.000,1,2,3,1,0,1,1,0,18,-14,16.5,2023-10-24
Stephen Curry,GSW,,PHO,L,30:45,8,20,.400,4,14,.286,7,7,1.000,1,4,5,1,1,0,2,5,27,-9,15.8,2023-10-24
Jusuf Nurkić,PHO,@,GSW,W,27:52,5,8,.625,1,2,.500,3,3,1.000,3,11,14,3,0,1,1,5,14,+2,15.6,2023-10-24
Josh Okogie,PHO,@,GSW,W,31:38,7,9,.778,1,1,1.000,2,2,1.000,4,1,5,1,1,0,2,2,17,+2,15.5,2023-10-24
Kentavious Caldwell-Pope,DEN,,LAL,W,36:15,8,12,.667,2,3,.667,2,2,1.000,1,1,2,1,3,1,3,5,20,+10,15.2,2023-10-24
Chris Paul,GSW,,PHO,L,34:13,4,15,.267,0,6,.000,6,7,.857,1,5,6,9,2,0,1,0,14,+5,14.2,2023-10-24
Austin Reaves,LAL,@,DEN,L,31:20,4,11,.364,1,2,.500,5,7,.714,4,4,8,4,2,0,2,2,14,-14,13.1,2023-10-24
Michael Porter,DEN,,LAL,W,30:08,5,13,.385,2,9,.222,0,0,,2,10,12,2,2,0,0,1,12,+12,12.3,2023-10-24
Moses Moody,GSW,,PHO,L,17:59,4,6,.667,2,4,.500,1,2,.500,1,2,3,0,3,1,1,1,11,-6,11.6,2023-10-24
Anthony Davis,LAL,@,DEN,L,34:09,6,17,.353,1,2,.500,4,4,1.000,1,7,8,4,0,2,2,3,17,-17,11.3,2023-10-24
Jonathan Kuminga,GSW,,PHO,L,20:08,4,8,.500,0,0,,4,6,.667,3,3,6,1,2,1,2,5,12,+4,9.6,2023-10-24
Kevin Durant,PHO,@,GSW,W,36:47,7,22,.318,1,2,.500,3,5,.600,2,9,11,3,0,1,2,1,18,0,9.1,2023-10-24
Kevon Looney,GSW,,PHO,L,27:58,3,6,.500,0,0,,1,1,1.000,5,6,11,1,0,0,2,2,7,-11,7.2,2023-10-24
Cam Reddish,LAL,@,DEN,L,17:38,2,4,.500,1,2,.500,2,2,1.000,2,2,4,0,0,1,0,2,7,+7,6.9,2023-10-24
D'Angelo Russell,LAL,@,DEN,L,36:11,4,12,.333,2,5,.400,1,2,.500,0,4,4,7,1,0,3,3,11,+1,6.7,2023-10-24
Klay Thompson,GSW,,PHO,L,36:16,6,18,.333,3,11,.273,0,0,,1,6,7,3,0,1,3,3,15,+9,5.9,2023-10-24
Yuta Watanabe,PHO,@,GSW,W,17:53,3,5,.600,2,4,.500,0,0,,0,4,4,0,0,1,1,2,8,+7,5.8,2023-10-24
Christian Wood,LAL,@,DEN,L,15:28,3,4,.750,0,1,.000,1,2,.500,1,3,4,0,0,0,1,1,7,+2,5.2,2023-10-24
Dario Šarić,GSW,,PHO,L,20:02,3,11,.273,1,3,.333,0,0,,4,3,7,1,0,2,0,3,7,+7,5.1,2023-10-24
Reggie Jackson,DEN,,LAL,W,24:04,3,8,.375,2,5,.400,0,0,,0,3,3,1,1,0,2,0,8,+11,4.2,2023-10-24
Christian Braun,DEN,,LAL,W,19:20,2,5,.400,0,1,.000,1,2,.500,1,2,3,2,0,1,1,1,5,+5,3.9,2023-10-24
Drew Eubanks,PHO,@,GSW,W,19:14,1,3,.333,0,0,,2,4,.500,2,5,7,2,0,3,3,3,4,-2,3.7,2023-10-24
Nassir Little,PHO,@,GSW,W,2:53,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,1,0,0,1,3,-3,3.6,2023-10-24
Andrew Wiggins,GSW,,PHO,L,27:17,4,12,.333,0,3,.000,2,3,.667,1,0,1,0,0,1,0,3,10,-22,3.0,2023-10-24
Eric Gordon,PHO,@,GSW,W,31:39,4,16,.250,2,9,.222,0,0,,1,3,4,1,1,1,1,2,10,+6,2.6,2023-10-24
Jordan Goodwin,PHO,@,GSW,W,14:11,1,4,.250,0,1,.000,0,0,,1,3,4,3,1,0,2,0,2,+7,2.3,2023-10-24
Gary Payton,GSW,,PHO,L,21:40,0,5,.000,0,2,.000,1,2,.500,0,2,2,2,3,0,0,1,1,+15,1.7,2023-10-24
Jalen Pickett,DEN,,LAL,W,0:43,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0,1.7,2023-10-24
Gabe Vincent,LAL,@,DEN,L,22:18,3,8,.375,0,4,.000,0,0,,1,0,1,2,1,0,2,3,6,-17,1.5,2023-10-24
Cory Joseph,GSW,,PHO,L,3:42,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,0,0,-12,1.4,2023-10-24
Zeke Nnaji,DEN,,LAL,W,11:44,1,3,.333,0,1,.000,2,2,1.000,0,0,0,1,0,0,1,2,4,-3,1.2,2023-10-24
Rui Hachimura,LAL,@,DEN,L,14:39,3,10,.300,0,3,.000,0,0,,2,1,3,0,0,0,0,2,6,-8,1.1,2023-10-24
Peyton Watson,DEN,,LAL,W,10:50,1,3,.333,1,3,.333,0,0,,0,0,0,0,0,1,1,1,3,+1,0.6,2023-10-24
Max Christie,LAL,@,DEN,L,1:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2023-10-24
Collin Gillespie,DEN,,LAL,W,0:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2023-10-24
Braxton Key,DEN,,LAL,W,0:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2023-10-24
Maxwell Lewis,LAL,@,DEN,L,1:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,2023-10-24
Jaxson Hayes,LAL,@,DEN,L,6:54,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-7,-0.1,2023-10-24
Grayson Allen,PHO,@,GSW,W,20:55,0,6,.000,0,5,.000,0,0,,3,1,4,2,0,0,1,2,0,-4,-2.2,2023-10-24
Shai Gilgeous-Alexander,OKC,@,CHI,W,36:01,12,18,.667,2,5,.400,5,5,1.000,0,5,5,10,1,2,1,0,31,+19,33.1,2023-10-25
Luka Dončić,DAL,@,SAS,W,34:14,13,25,.520,3,11,.273,4,7,.571,1,12,13,10,2,0,4,1,33,+4,28.4,2023-10-25
Harrison Barnes,SAC,@,UTA,W,33:26,11,16,.688,5,7,.714,6,6,1.000,0,4,4,2,1,0,1,2,33,+10,28.0,2023-10-25
Cam Thomas,BRK,,CLE,L,25:08,13,21,.619,2,5,.400,8,11,.727,0,3,3,2,1,0,1,0,36,+5,27.6,2023-10-25
Donovan Mitchell,CLE,@,BRK,W,35:44,11,21,.524,4,10,.400,1,1,1.000,2,3,5,6,4,1,0,1,27,+7,27.5,2023-10-25
Jayson Tatum,BOS,@,NYK,W,38:39,13,22,.591,3,8,.375,5,6,.833,0,11,11,4,2,1,4,3,34,0,27.0,2023-10-25
Kristaps Porziņģis,BOS,@,NYK,W,37:54,8,15,.533,5,9,.556,9,10,.900,1,7,8,0,0,4,1,4,30,+13,25.3,2023-10-25
Desmond Bane,MEM,,NOP,L,36:08,11,22,.500,5,10,.500,4,5,.800,0,5,5,5,2,1,2,1,31,+6,24.9,2023-10-25
Max Strus,CLE,@,BRK,W,38:58,9,17,.529,7,13,.538,2,2,1.000,0,12,12,2,1,1,0,4,27,+13,23.8,2023-10-25
Paul George,LAC,,POR,W,31:38,11,17,.647,4,7,.571,1,1,1.000,0,3,3,6,3,0,4,2,27,+23,22.8,2023-10-25
Domantas Sabonis,SAC,@,UTA,W,32:08,8,14,.571,1,2,.500,5,7,.714,6,6,12,5,1,2,3,3,22,+5,22.3,2023-10-25
Immanuel Quickley,NYK,,BOS,L,28:00,7,11,.636,5,7,.714,5,6,.833,2,4,6,4,1,0,2,3,24,-3,21.9,2023-10-25
CJ McCollum,NOP,@,MEM,W,37:20,8,16,.500,6,11,.545,2,2,1.000,1,3,4,6,2,1,2,3,24,-1,21.3,2023-10-25
Ivica Zubac,LAC,,POR,W,25:36,8,10,.800,0,0,,4,5,.800,5,7,12,0,0,4,2,3,20,+25,21.0,2023-10-25
Jalen Johnson,ATL,@,CHO,L,29:25,9,13,.692,1,3,.333,2,4,.500,0,7,7,2,2,1,0,1,21,+8,20.5,2023-10-25
Bruce Brown,IND,,WAS,W,27:12,8,11,.727,6,8,.750,2,2,1.000,1,2,3,1,1,0,1,3,24,+15,20.3,2023-10-25
Cade Cunningham,DET,@,MIA,L,35:46,13,27,.481,4,9,.444,0,0,,0,3,3,9,1,1,3,5,30,-2,20.2,2023-10-25
Tyrese Haliburton,IND,,WAS,W,26:54,9,16,.563,2,6,.333,0,0,,0,3,3,11,1,2,3,1,20,+6,20.0,2023-10-25
Jimmy Butler,MIA,,DET,W,34:28,6,18,.333,0,0,,7,9,.778,8,5,13,4,2,0,0,0,19,-3,19.9,2023-10-25
Xavier Tillman,MEM,,NOP,L,33:42,7,16,.438,1,5,.200,2,2,1.000,4,8,12,4,3,1,0,2,17,+3,19.5,2023-10-25
Mark Williams,CHO,,ATL,W,29:55,5,6,.833,0,0,,3,3,1.000,4,11,15,1,3,1,2,2,13,+19,18.5,2023-10-25
Bam Adebayo,MIA,,DET,W,32:09,7,13,.538,0,0,,8,10,.800,2,6,8,3,0,2,2,3,22,-4,18.4,2023-10-25
Kyle Kuzma,WAS,@,IND,L,24:52,9,18,.500,1,4,.250,6,6,1.000,1,1,2,0,0,2,0,0,25,-10,18.4,2023-10-25
Jalen Duren,DET,@,MIA,L,31:49,8,11,.727,0,0,,1,3,.333,6,8,14,4,0,4,4,4,17,-4,18.3,2023-10-25
Cole Anthony,ORL,,HOU,W,24:05,8,12,.667,1,2,.500,3,3,1.000,1,7,8,2,0,0,0,2,20,+17,18.2,2023-10-25
Tre Jones,SAS,,DAL,L,25:06,5,7,.714,2,3,.667,4,4,1.000,1,4,5,6,0,0,1,0,16,+1,18.2,2023-10-25
P.J. Washington,CHO,,ATL,W,31:48,12,18,.667,1,6,.167,0,0,,1,4,5,2,0,0,1,4,25,+5,17.9,2023-10-25
Jordan Clarkson,UTA,,SAC,L,30:44,8,16,.500,2,5,.400,6,8,.750,2,2,4,6,0,0,2,4,24,-4,17.8,2023-10-25
Kawhi Leonard,LAC,,POR,W,28:43,9,17,.529,5,5,1.000,0,0,,1,4,5,6,1,1,4,2,23,+25,17.7,2023-10-25
Dereck Lively,DAL,@,SAS,W,30:40,7,8,.875,0,0,,2,3,.667,5,5,10,1,1,1,1,4,16,+20,17.6,2023-10-25
OG Anunoby,TOR,,MIN,W,33:48,7,13,.538,4,9,.444,2,2,1.000,0,6,6,1,2,3,2,2,20,+6,17.5,2023-10-25
Isaac Okoro,CLE,@,BRK,W,31:38,6,10,.600,2,4,.500,4,5,.800,3,3,6,4,2,1,2,5,18,+5,17.5,2023-10-25
Devin Vassell,SAS,,DAL,L,35:15,9,17,.529,1,6,.167,4,5,.800,1,4,5,3,2,0,2,2,23,+4,17.5,2023-10-25
Mikal Bridges,BRK,,CLE,L,35:11,6,12,.500,0,2,.000,8,9,.889,2,4,6,4,3,0,3,4,20,-3,17.4,2023-10-25
Dennis Schröder,TOR,,MIN,W,32:33,8,17,.471,4,8,.500,2,2,1.000,1,2,3,7,0,0,2,1,22,+10,17.1,2023-10-25
Rudy Gobert,MIN,@,TOR,L,32:00,6,12,.500,0,0,,3,5,.600,5,8,13,1,2,4,2,3,15,-11,16.4,2023-10-25
Terry Rozier,CHO,,ATL,W,34:21,7,16,.438,2,7,.286,8,12,.667,1,4,5,6,0,0,3,2,24,+14,16.3,2023-10-25
Zion Williamson,NOP,@,MEM,W,31:43,9,17,.529,0,0,,5,7,.714,4,3,7,3,0,0,3,1,23,-8,16.3,2023-10-25
Lauri Markkanen,UTA,,SAC,L,31:36,6,15,.400,2,6,.333,5,6,.833,2,8,10,1,2,0,1,1,19,-7,15.6,2023-10-25
Anfernee Simons,POR,@,LAC,L,27:22,6,14,.429,2,6,.333,4,4,1.000,1,1,2,4,2,0,0,2,18,-27,15.6,2023-10-25
John Collins,UTA,,SAC,L,30:56,6,11,.545,1,3,.333,2,2,1.000,3,8,11,2,1,0,0,3,15,-9,15.4,2023-10-25
Malcolm Brogdon,POR,@,LAC,L,22:39,8,16,.500,3,5,.600,1,1,1.000,0,2,2,5,0,0,1,0,20,-5,15.1,2023-10-25
Clint Capela,ATL,@,CHO,L,28:38,6,10,.600,0,0,,3,4,.750,6,7,13,0,1,0,2,1,15,-19,14.9,2023-10-25
Scottie Barnes,TOR,,MIN,W,37:03,6,16,.375,1,4,.250,4,6,.667,1,7,8,5,2,5,4,1,17,+2,14.8,2023-10-25
Anthony Edwards,MIN,@,TOR,L,38:18,8,27,.296,4,7,.571,6,6,1.000,5,9,14,1,0,0,2,1,26,0,14.8,2023-10-25
Tyus Jones,WAS,@,IND,L,28:20,7,12,.583,2,4,.500,0,1,.000,1,2,3,6,1,1,2,1,16,-17,14.8,2023-10-25
Tim Hardaway,DAL,@,SAS,W,27:55,5,14,.357,3,10,.300,4,4,1.000,2,4,6,4,1,0,1,0,17,+9,14.6,2023-10-25
Russell Westbrook,LAC,,POR,W,28:48,5,8,.625,1,2,.500,0,0,,2,3,5,13,0,0,3,3,11,+30,14.6,2023-10-25
RJ Barrett,NYK,,BOS,L,36:20,8,20,.400,2,5,.400,6,7,.857,1,2,3,2,1,0,2,0,24,+6,14.5,2023-10-25
Buddy Hield,IND,,WAS,W,25:06,5,9,.556,4,7,.571,0,0,,0,2,2,5,1,1,1,0,14,+15,14.5,2023-10-25
Isaiah Stewart,DET,@,MIA,L,34:37,6,11,.545,2,3,.667,0,0,,6,8,14,2,0,0,1,3,14,+7,14.5,2023-10-25
Saddiq Bey,ATL,@,CHO,L,28:50,6,12,.500,1,4,.250,2,2,1.000,3,2,5,0,5,0,2,1,15,-2,14.3,2023-10-25
Bennedict Mathurin,IND,,WAS,W,25:50,6,15,.400,2,6,.333,4,4,1.000,0,4,4,5,2,0,2,1,18,+14,14.2,2023-10-25
Danilo Gallinari,WAS,@,IND,L,17:10,4,7,.571,2,2,1.000,6,6,1.000,2,1,3,0,0,0,0,1,16,+5,14.0,2023-10-25
Franz Wagner,ORL,,HOU,W,27:03,5,12,.417,3,7,.429,6,6,1.000,3,1,4,2,1,0,3,1,19,+10,14.0,2023-10-25
DeMar DeRozan,CHI,,OKC,L,32:53,9,20,.450,1,3,.333,1,3,.333,2,3,5,2,1,1,0,1,20,-29,13.8,2023-10-25
Jalen Smith,IND,,WAS,W,13:25,5,6,.833,2,2,1.000,1,1,1.000,3,5,8,0,1,0,0,4,13,+6,13.8,2023-10-25
Andrew Nembhard,IND,,WAS,W,21:36,6,9,.667,0,1,.000,0,0,,1,3,4,10,0,0,2,4,12,+12,13.1,2023-10-25
Nikola Vučević,CHI,,OKC,L,31:57,5,8,.625,0,2,.000,1,1,1.000,1,8,9,4,3,2,4,2,11,-19,12.9,2023-10-25
Paolo Banchero,ORL,,HOU,W,27:54,3,6,.500,0,1,.000,6,7,.857,0,5,5,5,1,0,1,2,12,+13,12.8,2023-10-25
Keldon Johnson,SAS,,DAL,L,31:44,7,15,.467,1,3,.333,2,3,.667,2,7,9,7,0,0,3,4,17,0,12.7,2023-10-25
Alperen Sengun,HOU,@,ORL,L,28:28,6,11,.545,0,1,.000,2,4,.500,2,6,8,6,0,0,1,4,14,-2,12.7,2023-10-25
Derrick White,BOS,@,NYK,W,31:56,4,6,.667,1,3,.333,3,4,.750,0,6,6,2,2,1,1,3,12,+7,12.7,2023-10-25
Keegan Murray,SAC,@,UTA,W,29:41,5,13,.385,4,9,.444,1,1,1.000,2,6,8,1,1,2,0,4,15,+12,12.6,2023-10-25
Delon Wright,WAS,@,IND,L,25:19,3,8,.375,1,1,1.000,1,1,1.000,1,5,6,6,3,0,0,1,8,-15,12.6,2023-10-25
Jalen Williams,OKC,@,CHI,W,31:48,5,11,.455,2,6,.333,4,4,1.000,0,3,3,5,1,0,2,3,16,+8,12.5,2023-10-25
Trae Young,ATL,@,CHO,L,36:01,4,19,.211,1,9,.111,14,15,.933,0,1,1,9,1,0,5,3,23,-11,12.3,2023-10-25
Josh Giddey,OKC,@,CHI,W,31:47,7,14,.500,2,3,.667,0,0,,1,5,6,6,0,0,3,1,16,+19,12.0,2023-10-25
Kyrie Irving,DAL,@,SAS,W,36:15,10,24,.417,1,8,.125,1,1,1.000,0,2,2,6,1,0,2,3,22,+1,11.8,2023-10-25
Marvin Bagley,DET,@,MIA,L,16:11,3,3,1.000,0,0,,2,2,1.000,2,6,8,3,0,1,1,1,8,+3,11.7,2023-10-25
LaMelo Ball,CHO,,ATL,W,30:47,4,15,.267,4,11,.364,3,4,.750,1,5,6,10,1,0,3,3,15,+7,11.7,2023-10-25
Duncan Robinson,MIA,,DET,W,22:06,6,10,.600,3,5,.600,0,0,,1,1,2,1,0,0,0,1,15,-3,11.7,2023-10-25
Markelle Fultz,ORL,,HOU,W,24:31,5,9,.556,0,0,,0,0,,3,1,4,2,3,0,1,0,10,+12,11.5,2023-10-25
Shaedon Sharpe,POR,@,LAC,L,28:29,6,14,.429,1,6,.167,1,1,1.000,4,2,6,3,1,0,0,4,14,+10,11.5,2023-10-25
Herbert Jones,NOP,@,MEM,W,38:06,4,8,.500,2,3,.667,3,5,.600,3,5,8,3,1,1,3,3,13,+2,11.4,2023-10-25
Jakob Poeltl,TOR,,MIN,W,23:43,3,3,1.000,0,0,,1,4,.250,3,8,11,1,1,1,0,1,7,+8,11.4,2023-10-25
Cason Wallace,OKC,@,CHI,W,19:02,5,5,1.000,3,3,1.000,0,0,,0,2,2,1,0,1,1,3,13,+9,11.3,2023-10-25
Zach Collins,SAS,,DAL,L,31:55,6,10,.600,0,4,.000,2,2,1.000,1,4,5,3,1,2,3,4,14,-4,11.2,2023-10-25
Dillon Brooks,HOU,@,ORL,L,26:08,5,7,.714,4,6,.667,0,0,,0,4,4,2,1,0,2,4,14,-15,11.1,2023-10-25
Isaiah Joe,OKC,@,CHI,W,21:37,4,8,.500,3,6,.500,3,4,.750,1,4,5,2,1,0,2,2,14,+14,11.1,2023-10-25
Torrey Craig,CHI,,OKC,L,21:41,4,6,.667,3,4,.750,0,0,,4,3,7,1,0,0,1,2,11,-12,11.0,2023-10-25
De'Aaron Fox,SAC,@,UTA,W,32:57,6,18,.333,1,7,.143,5,6,.833,2,3,5,6,1,1,3,4,18,+14,11.0,2023-10-25
Brandon Ingram,NOP,@,MEM,W,35:57,7,18,.389,0,3,.000,5,6,.833,0,7,7,6,2,0,5,3,19,-2,10.9,2023-10-25
Gary Harris,ORL,,HOU,W,16:57,5,8,.625,1,4,.250,0,0,,3,2,5,0,0,1,0,0,11,+8,10.8,2023-10-25
Cameron Johnson,BRK,,CLE,L,26:08,5,10,.500,1,4,.250,1,2,.500,2,3,5,3,2,0,2,1,12,-1,10.6,2023-10-25
Kevin Love,MIA,,DET,W,27:44,4,9,.444,3,6,.500,2,2,1.000,2,8,10,2,0,0,1,5,13,+5,10.5,2023-10-25
Mike Conley,MIN,@,TOR,L,30:30,4,9,.444,1,4,.250,2,2,1.000,1,3,4,3,1,1,1,1,11,-6,10.3,2023-10-25
Jonas Valančiūnas,NOP,@,MEM,W,29:12,4,7,.571,2,4,.500,2,2,1.000,0,12,12,1,0,1,3,1,12,+16,10.3,2023-10-25
Bones Hyland,LAC,,POR,W,21:45,6,11,.545,3,8,.375,2,2,1.000,0,0,0,3,0,0,2,4,17,-4,10.2,2023-10-25
Deni Avdija,WAS,@,IND,L,20:40,4,8,.500,0,0,,1,2,.500,2,5,7,5,1,0,2,0,9,-15,10.0,2023-10-25
Grant Williams,DAL,@,SAS,W,35:10,6,11,.545,4,8,.500,1,1,1.000,1,5,6,0,0,1,3,4,17,+2,10.0,2023-10-25
Josh Green,DAL,@,SAS,W,29:52,3,5,.600,2,2,1.000,3,4,.750,2,0,2,1,1,0,0,4,11,+4,9.8,2023-10-25
Robert Williams,POR,@,LAC,L,23:13,5,7,.714,0,0,,0,1,.000,2,5,7,0,3,1,2,4,10,-23,9.7,2023-10-25
Thomas Bryant,MIA,,DET,W,15:50,2,5,.400,0,0,,4,5,.800,2,4,6,3,1,0,1,0,8,+5,9.6,2023-10-25
Julius Randle,NYK,,BOS,L,34:01,5,22,.227,3,8,.375,1,5,.200,4,7,11,7,2,0,0,3,14,-13,9.6,2023-10-25
Pascal Siakam,TOR,,MIN,W,34:06,5,17,.294,3,5,.600,2,2,1.000,0,7,7,6,1,0,2,2,15,+7,9.6,2023-10-25
Obi Toppin,IND,,WAS,W,19:14,4,9,.444,2,5,.400,1,1,1.000,1,3,4,1,1,0,0,0,11,+7,9.6,2023-10-25
Coby White,CHI,,OKC,L,30:35,4,14,.286,2,7,.286,5,6,.833,1,3,4,4,0,0,0,3,15,-8,9.6,2023-10-25
Kyle Anderson,MIN,@,TOR,L,30:19,3,9,.333,0,1,.000,1,2,.500,2,7,9,5,2,0,1,0,7,+15,9.5,2023-10-25
Nic Claxton,BRK,,CLE,L,28:17,3,10,.300,0,0,,1,1,1.000,4,3,7,4,0,3,0,1,7,-12,9.4,2023-10-25
Gordon Hayward,CHO,,ATL,W,33:20,4,8,.500,0,1,.000,2,3,.667,3,5,8,7,1,1,6,1,10,+15,9.4,2023-10-25
Dennis Smith,BRK,,CLE,L,15:50,4,5,.800,2,3,.667,0,0,,2,2,4,1,0,0,1,1,10,+5,9.4,2023-10-25
Victor Wembanyama,SAS,,DAL,L,23:19,6,9,.667,3,5,.600,0,1,.000,0,5,5,2,2,1,5,5,15,0,9.3,2023-10-25
Jordan Poole,WAS,@,IND,L,26:19,7,18,.389,0,6,.000,4,5,.800,0,2,2,5,1,1,4,1,18,-12,9.2,2023-10-25
Chet Holmgren,OKC,@,CHI,W,25:07,4,7,.571,2,3,.667,1,3,.333,0,4,4,3,1,0,1,3,11,+14,9.0,2023-10-25
Brandon Miller,CHO,,ATL,W,24:37,5,9,.556,3,7,.429,0,0,,0,3,3,2,0,0,1,3,13,-13,8.8,2023-10-25
Darius Garland,CLE,@,BRK,W,32:20,6,12,.500,1,5,.200,2,2,1.000,1,1,2,5,2,0,6,2,15,+6,8.7,2023-10-25
Fred VanVleet,HOU,@,ORL,L,33:32,5,13,.385,4,6,.667,0,0,,0,1,1,5,1,0,3,0,14,-3,8.7,2023-10-25
Walker Kessler,UTA,,SAC,L,22:10,4,5,.800,0,0,,0,0,,4,4,8,0,0,1,1,3,8,-14,8.6,2023-10-25
Karl-Anthony Towns,MIN,@,TOR,L,35:58,8,25,.320,2,10,.200,1,1,1.000,2,8,10,3,0,4,4,2,19,-1,8.6,2023-10-25
Myles Turner,IND,,WAS,W,23:20,5,8,.625,0,2,.000,1,2,.500,0,8,8,1,0,3,2,4,11,+14,8.6,2023-10-25
Bogdan Bogdanović,ATL,@,CHO,L,24:26,3,9,.333,1,5,.200,0,0,,0,4,4,4,3,0,0,1,7,+6,8.5,2023-10-25
JaVale McGee,SAC,@,UTA,W,13:27,4,4,1.000,0,0,,0,0,,0,1,1,1,0,1,0,0,8,+13,8.5,2023-10-25
Jeremy Sochan,SAS,,DAL,L,28:41,4,12,.333,2,4,.500,3,6,.500,3,5,8,5,1,0,3,4,13,-10,8.5,2023-10-25
Marcus Smart,MEM,,NOP,L,32:07,6,11,.545,2,6,.333,3,6,.500,0,0,0,3,2,0,5,3,17,+3,8.4,2023-10-25
Kelly Olynyk,UTA,,SAC,L,16:39,2,3,.667,0,0,,1,1,1.000,3,3,6,4,1,0,1,3,5,-5,8.3,2023-10-25
Cedi Osman,SAS,,DAL,L,22:16,5,10,.500,2,6,.333,0,0,,0,0,0,2,0,1,0,2,12,-11,8.3,2023-10-25
Robert Covington,LAC,,POR,W,23:10,2,5,.400,1,4,.250,0,0,,1,3,4,2,3,1,0,2,5,+26,8.2,2023-10-25
Jonathan Isaac,ORL,,HOU,W,14:09,4,6,.667,1,3,.333,2,3,.667,1,3,4,0,0,2,2,2,11,+10,8.2,2023-10-25
Mason Plumlee,LAC,,POR,W,17:31,2,4,.500,0,0,,2,4,.500,3,5,8,2,0,0,0,0,6,-6,8.2,2023-10-25
Ben Simmons,BRK,,CLE,L,22:59,2,6,.333,0,0,,0,0,,1,9,10,9,0,1,2,2,4,-6,8.2,2023-10-25
Patrick Williams,CHI,,OKC,L,30:02,4,10,.400,0,4,.000,0,0,,2,1,3,4,2,0,0,3,8,-3,7.9,2023-10-25
Isaiah Hartenstein,NYK,,BOS,L,25:44,3,4,.750,0,0,,1,2,.500,5,3,8,2,0,0,1,5,7,-5,7.8,2023-10-25
Malik Monk,SAC,@,UTA,W,23:08,4,12,.333,2,9,.222,0,0,,1,1,2,7,0,2,2,2,10,+12,7.7,2023-10-25
Jalen Brunson,NYK,,BOS,L,32:35,6,21,.286,3,8,.375,0,1,.000,1,2,3,6,3,0,2,3,15,-9,7.6,2023-10-25
Aleksandar Vezenkov,SAC,@,UTA,W,15:37,3,6,.500,2,5,.400,0,0,,1,1,2,0,2,0,0,1,8,+9,7.6,2023-10-25
Luguentz Dort,OKC,@,CHI,W,32:35,3,8,.375,2,5,.400,0,0,,0,7,7,2,2,1,2,1,8,+13,7.4,2023-10-25
Andre Drummond,CHI,,OKC,L,15:58,3,4,.750,0,0,,0,0,,3,2,5,1,1,0,1,1,6,-1,7.4,2023-10-25
Evan Mobley,CLE,@,BRK,W,33:37,5,11,.455,0,0,,0,0,,1,5,6,1,0,2,0,3,10,+3,7.4,2023-10-25
Al Horford,BOS,@,NYK,W,25:47,3,4,.750,2,3,.667,0,0,,3,4,7,2,0,0,3,2,8,-7,7.3,2023-10-25
Jaime Jaquez,MIA,,DET,W,13:11,3,3,1.000,0,0,,0,0,,0,2,2,2,2,0,1,2,6,+4,7.3,2023-10-25
Chris Duarte,SAC,@,UTA,W,14:44,3,5,.600,3,4,.750,0,0,,1,1,2,1,0,0,0,3,9,+5,7.2,2023-10-25
David Roddy,MEM,,NOP,L,27:53,4,7,.571,1,3,.333,0,0,,1,4,5,2,0,0,1,2,9,-3,7.2,2023-10-25
T.J. McConnell,IND,,WAS,W,6:00,2,2,1.000,0,0,,0,0,,0,1,1,2,2,0,0,0,4,+1,7.1,2023-10-25
Goga Bitadze,ORL,,HOU,W,4:48,2,2,1.000,0,0,,3,4,.750,1,2,3,0,1,0,1,1,7,+9,6.9,2023-10-25
Naz Reid,MIN,@,TOR,L,23:46,3,8,.375,0,2,.000,4,4,1.000,1,3,4,1,0,0,1,0,10,+1,6.9,2023-10-25
Jaylen Brown,BOS,@,NYK,W,38:08,4,11,.364,0,4,.000,3,4,.750,0,6,6,5,1,0,2,5,11,+8,6.8,2023-10-25
Quentin Grimes,NYK,,BOS,L,23:20,4,7,.571,3,6,.500,0,1,.000,0,1,1,0,0,0,0,2,11,-1,6.8,2023-10-25
