Player,Tm,vs,Opp,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GmSc,Date
P.J. Washington,DAL,@,GSW,L,35:41,8,19,.421,3,10,.300,1,2,.500,0,5,5,0,3,1,2,1,20,-7,12.3,2024-04-02
Aaron Wiggins,OKC,@,PHI,L,32:12,5,13,.385,0,2,.000,5,5,1.000,2,2,4,1,3,1,0,5,15,+3,12.3,2024-04-02
Bojan Bogdanović,NYK,@,MIA,L,19:26,6,10,.600,1,4,.250,3,4,.750,2,4,6,0,0,0,1,1,16,0,12.2,2024-04-02
Jordan McLaughlin,MIN,,HOU,W,18:13,4,7,.571,3,4,.750,0,0,,0,1,1,7,0,0,1,0,11,+17,11.9,2024-04-02
Rudy Gobert,MIN,,HOU,W,35:12,4,7,.571,0,0,,4,6,.667,1,13,14,0,0,2,1,3,12,-8,11.7,2024-04-02
Bobby Portis,MIL,@,WAS,L,25:29,6,14,.429,0,3,.000,0,0,,5,7,12,3,0,1,1,1,12,+3,11.6,2024-04-02
Jimmy Butler,MIA,,NYK,W,38:41,5,12,.417,1,3,.333,6,6,1.000,1,4,5,6,0,0,4,3,17,+10,11.5,2024-04-02
Cameron Payne,PHI,,OKC,W,29:37,4,11,.364,2,5,.400,0,0,,3,7,10,5,1,0,0,3,10,-1,11.4,2024-04-02
Tristan Vukcevic,WAS,,MIL,W,31:02,5,11,.455,1,6,.167,3,3,1.000,1,6,7,3,1,0,1,4,14,+6,11.3,2024-04-02
Zach Collins,SAS,@,DEN,L,17:36,6,11,.545,1,3,.333,0,1,.000,1,7,8,2,0,1,0,3,13,+1,11.0,2024-04-02
Jalen Brunson,NYK,@,MIA,L,36:19,5,18,.278,1,6,.167,9,10,.900,0,2,2,10,0,0,5,2,20,-9,10.8,2024-04-02
Taurean Prince,LAL,@,TOR,W,24:11,3,8,.375,2,2,1.000,0,0,,2,3,5,5,2,1,1,2,8,+13,10.3,2024-04-02
Daniel Gafford,DAL,@,GSW,L,27:03,5,8,.625,0,0,,0,0,,3,5,8,3,1,0,1,5,10,0,10.1,2024-04-02
Luka Šamanić,UTA,,CLE,L,18:42,3,6,.500,1,4,.250,5,7,.714,0,5,5,1,0,1,1,1,12,-8,9.7,2024-04-02
Talen Horton-Tucker,UTA,,CLE,L,12:36,5,7,.714,2,3,.667,0,0,,0,1,1,0,1,0,0,2,12,-9,9.6,2024-04-02
Sandro Mamukelashvili,SAS,@,DEN,L,24:07,3,8,.375,2,4,.500,2,2,1.000,5,4,9,1,0,0,1,1,10,0,9.6,2024-04-02
Julian Champagnie,SAS,@,DEN,L,37:16,4,10,.400,1,4,.250,2,3,.667,1,4,5,2,1,1,1,0,11,-1,9.2,2024-04-02
Jaylin Williams,OKC,@,PHI,L,28:26,2,8,.250,0,5,.000,2,2,1.000,1,5,6,12,1,0,2,4,6,+1,9.2,2024-04-02
Moses Moody,GSW,,DAL,W,20:11,4,8,.500,4,6,.667,0,0,,0,3,3,0,1,0,0,2,12,+3,9.1,2024-04-02
Russell Westbrook,LAC,@,SAC,L,24:01,7,14,.500,2,3,.667,4,4,1.000,0,2,2,2,0,0,4,5,20,-14,9.0,2024-04-02
Spencer Dinwiddie,LAL,@,TOR,W,24:58,3,6,.500,3,6,.500,0,0,,0,1,1,1,1,3,0,3,9,+20,8.9,2024-04-02
Ivica Zubac,LAC,@,SAC,L,28:33,5,14,.357,0,0,,0,2,.000,4,7,11,3,1,1,0,3,10,-6,8.9,2024-04-02
Collin Sexton,UTA,,CLE,L,34:29,6,14,.429,2,5,.400,5,6,.833,1,2,3,7,0,0,7,4,19,-7,8.8,2024-04-02
Anthony Davis,LAL,@,TOR,W,27:31,10,20,.500,0,4,.000,1,4,.250,2,10,12,1,0,0,5,3,21,+14,8.7,2024-04-02
Nikola Jović,MIA,,NYK,W,25:18,1,2,.500,1,2,.500,2,2,1.000,0,3,3,6,1,0,1,1,5,+13,8.7,2024-04-02
Darius Garland,CLE,@,UTA,W,31:52,2,6,.333,2,4,.500,2,2,1.000,0,3,3,8,0,1,2,3,8,+9,8.6,2024-04-02
Jeff Green,HOU,@,MIN,L,21:08,3,6,.500,2,5,.400,0,0,,2,4,6,2,0,0,0,1,8,+3,8.6,2024-04-02
Isaiah Hartenstein,NYK,@,MIA,L,18:20,2,2,1.000,0,0,,0,0,,0,1,1,2,3,1,0,1,4,+5,8.4,2024-04-02
Kobi Simmons,TOR,,LAL,L,10:16,2,3,.667,1,2,.500,0,0,,0,3,3,3,1,1,0,1,5,+1,8.0,2024-04-02
Cedi Osman,SAS,@,DEN,L,18:13,4,7,.571,2,4,.500,0,0,,0,3,3,1,0,0,0,1,10,+2,7.9,2024-04-02
Brandin Podziemski,GSW,,DAL,W,30:40,2,4,.500,1,1,1.000,0,0,,1,9,10,5,0,0,1,3,5,+17,7.7,2024-04-02
Gradey Dick,TOR,,LAL,L,32:20,6,14,.429,2,5,.400,0,0,,1,1,2,0,0,0,0,0,14,-14,7.6,2024-04-02
Austin Reaves,LAL,@,TOR,W,25:12,2,9,.222,1,5,.200,2,2,1.000,1,3,4,6,0,3,1,2,7,+6,7.6,2024-04-02
Josh Giddey,OKC,@,PHI,L,27:38,4,8,.500,0,1,.000,2,4,.500,1,4,5,3,0,1,2,1,10,-4,7.5,2024-04-02
Stephen Curry,GSW,,DAL,W,31:34,5,18,.278,3,5,.600,0,0,,0,7,7,7,1,2,4,1,13,-4,7.4,2024-04-02
Jaxson Hayes,LAL,@,TOR,W,18:33,3,5,.600,0,0,,1,1,1.000,4,3,7,2,0,0,1,4,7,+6,7.2,2024-04-02
Peyton Watson,DEN,,SAS,W,19:49,3,6,.500,1,3,.333,0,0,,2,4,6,2,0,2,1,3,7,0,7.2,2024-04-02
Christian Braun,DEN,,SAS,W,27:28,1,5,.200,1,3,.333,2,2,1.000,0,2,2,7,0,0,0,1,5,-2,7.0,2024-04-02
Tim Hardaway,DAL,@,GSW,L,26:24,3,6,.500,1,4,.250,0,0,,0,3,3,3,0,0,0,0,7,-4,7.0,2024-04-02
Gordon Hayward,OKC,@,PHI,L,19:36,3,5,.600,1,2,.500,0,0,,0,2,2,2,0,1,0,1,7,-3,7.0,2024-04-02
Alex Len,SAC,,LAC,W,11:59,2,2,1.000,0,0,,0,0,,2,5,7,1,1,3,2,3,4,+18,6.9,2024-04-02
Omer Yurtseven,UTA,,CLE,L,30:16,5,10,.500,0,1,.000,1,1,1.000,3,3,6,2,0,1,3,3,11,+1,6.9,2024-04-02
Marcus Morris,CLE,@,UTA,W,19:28,3,6,.500,2,4,.500,0,0,,0,0,0,2,1,1,1,1,8,+3,6.7,2024-04-02
Kenrich Williams,OKC,@,PHI,L,14:17,3,4,.750,2,2,1.000,0,0,,1,0,1,0,1,0,1,1,8,-9,6.7,2024-04-02
Kris Dunn,UTA,,CLE,L,23:08,1,3,.333,0,1,.000,0,0,,1,3,4,5,2,0,0,2,2,-6,6.6,2024-04-02
Anthony Gill,WAS,,MIL,W,38:01,6,11,.545,0,2,.000,0,0,,1,8,9,0,0,0,2,3,12,+7,6.6,2024-04-02
Klay Thompson,GSW,,DAL,W,28:15,5,14,.357,2,8,.250,2,2,1.000,0,3,3,2,1,0,2,3,14,-4,6.3,2024-04-02
Josh Hart,NYK,@,MIA,L,45:35,1,3,.333,0,0,,0,0,,1,5,6,7,2,0,2,3,2,-4,6.2,2024-04-02
Cam Whitmore,HOU,@,MIN,L,23:17,5,11,.455,3,6,.500,1,2,.500,1,0,1,0,1,0,3,1,14,-5,6.2,2024-04-02
Walker Kessler,UTA,,CLE,L,9:11,3,3,1.000,0,0,,0,0,,0,0,0,1,0,1,0,1,6,-9,6.1,2024-04-02
Justin Holiday,DEN,,SAS,W,22:39,2,6,.333,1,2,.500,0,0,,1,2,3,1,1,2,0,0,5,+9,6.0,2024-04-02
Kevin Love,MIA,,NYK,W,15:30,2,8,.250,2,7,.286,2,2,1.000,0,3,3,3,0,1,1,1,8,-3,5.5,2024-04-02
Brook Lopez,MIL,@,WAS,L,26:25,3,9,.333,0,4,.000,0,0,,1,1,2,1,1,3,0,1,6,-7,5.3,2024-04-02
Patrick Beverley,MIL,@,WAS,L,21:57,1,4,.250,0,2,.000,0,0,,1,4,5,3,1,1,0,1,2,-8,4.9,2024-04-02
Nickeil Alexander-Walker,MIN,,HOU,W,18:49,3,3,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,4,7,+3,4.8,2024-04-02
Brandon Boston,LAC,@,SAC,L,21:23,3,6,.500,1,3,.333,2,3,.667,0,4,4,0,0,0,0,5,9,-11,4.8,2024-04-02
Damian Jones,CLE,@,UTA,W,4:17,2,3,.667,0,0,,0,0,,1,0,1,1,0,1,0,0,4,-6,4.8,2024-04-02
Javon Freeman-Liberty,TOR,,LAL,L,13:56,2,5,.400,0,1,.000,1,2,.500,1,4,5,1,2,0,1,2,5,-21,4.7,2024-04-02
James Harden,LAC,@,SAC,L,31:05,1,7,.143,1,5,.200,3,4,.750,1,4,5,8,1,0,5,0,6,-13,4.6,2024-04-02
Gary Payton,GSW,,DAL,W,15:37,4,8,.500,0,3,.000,0,0,,1,1,2,0,1,0,0,4,8,-1,4.4,2024-04-02
Bruce Brown,TOR,,LAL,L,28:07,2,6,.333,0,2,.000,1,1,1.000,1,5,6,1,2,0,1,3,5,-12,4.3,2024-04-02
Harrison Barnes,SAC,,LAC,W,24:34,2,7,.286,2,5,.400,0,0,,1,1,2,1,1,0,0,1,6,-1,4.2,2024-04-02
Trayce Jackson-Davis,GSW,,DAL,W,21:02,2,3,.667,0,0,,0,0,,2,8,10,1,0,0,3,0,4,+3,4.2,2024-04-02
Kyle Lowry,PHI,,OKC,W,27:30,1,1,1.000,1,1,1.000,1,2,.500,0,1,1,4,0,0,1,3,4,+4,4.2,2024-04-02
Keon Ellis,SAC,,LAC,W,21:46,0,1,.000,0,1,.000,3,4,.750,2,5,7,1,1,0,0,6,3,+11,4.1,2024-04-02
Nicolas Batum,PHI,,OKC,W,30:22,3,6,.500,1,4,.250,0,0,,0,2,2,2,1,1,3,2,7,+3,3.9,2024-04-02
Buddy Hield,PHI,,OKC,W,21:00,2,6,.333,1,2,.500,2,2,1.000,1,1,2,0,2,0,2,2,7,+5,3.8,2024-04-02
Jaden McDaniels,MIN,,HOU,W,27:23,4,9,.444,0,3,.000,0,0,,2,1,3,1,2,0,3,3,8,+13,3.5,2024-04-02
A.J. Green,MIL,@,WAS,L,13:34,2,4,.500,2,4,.500,0,0,,0,0,0,1,0,0,1,1,6,+3,3.3,2024-04-02
Georges Niang,CLE,@,UTA,W,18:46,3,10,.300,0,7,.000,2,2,1.000,0,3,3,1,3,0,2,4,8,-3,3.2,2024-04-02
Cason Wallace,OKC,@,PHI,L,13:43,3,8,.375,0,1,.000,0,0,,1,2,3,1,1,0,1,1,6,-7,3.2,2024-04-02
Terance Mann,LAC,@,SAC,L,26:37,3,5,.600,0,1,.000,1,2,.500,1,0,1,1,0,0,2,2,7,-3,2.9,2024-04-02
Precious Achiuwa,NYK,@,MIA,L,26:56,1,4,.250,0,0,,0,0,,3,3,6,0,1,0,0,2,2,-9,2.8,2024-04-02
Jae Crowder,MIL,@,WAS,L,20:44,2,7,.286,1,6,.167,0,0,,0,2,2,1,1,0,0,1,5,+4,2.8,2024-04-02
Colby Jones,SAC,,LAC,W,1:10,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,2,-2,2.7,2024-04-02
Jalen McDaniels,TOR,,LAL,L,6:51,0,0,,0,0,,2,2,1.000,0,0,0,1,0,0,0,0,2,+12,2.7,2024-04-02
Dante Exum,DAL,@,GSW,L,21:07,1,3,.333,1,2,.500,0,0,,1,2,3,4,0,0,2,2,3,+2,2.6,2024-04-02
Maxi Kleber,DAL,@,GSW,L,16:41,0,4,.000,0,1,.000,0,0,,1,2,3,2,1,3,0,1,0,+5,2.6,2024-04-02
KJ Martin,PHI,,OKC,W,11:51,1,2,.500,0,0,,0,0,,0,0,0,2,0,0,0,0,2,-4,2.4,2024-04-02
Lindy Waters,OKC,@,PHI,L,7:57,1,3,.333,0,2,.000,0,0,,2,0,2,0,0,1,0,0,2,+7,2.4,2024-04-02
Bones Hyland,LAC,@,SAC,L,7:38,1,2,.500,0,1,.000,0,0,,0,2,2,1,0,0,0,0,2,+7,2.3,2024-04-02
Marvin Bagley,WAS,,MIL,W,9:21,2,5,.400,0,1,.000,0,0,,0,3,3,0,1,0,1,0,4,+5,2.2,2024-04-02
Aleksandar Vezenkov,SAC,,LAC,W,9:35,0,1,.000,0,1,.000,2,2,1.000,0,1,1,0,1,0,0,1,2,+12,2.2,2024-04-02
Caleb Martin,MIA,,NYK,W,23:35,3,8,.375,1,3,.333,0,0,,0,2,2,3,0,2,3,4,7,+5,2.1,2024-04-02
Daniel Theis,LAC,@,SAC,L,17:46,1,3,.333,1,1,1.000,0,0,,1,4,5,0,0,0,0,3,3,-4,2.0,2024-04-02
Jordan Nwora,TOR,,LAL,L,25:41,2,6,.333,2,4,.500,0,0,,0,5,5,1,1,0,4,0,6,-8,1.8,2024-04-02
Chris Duarte,SAC,,LAC,W,8:28,1,2,.500,0,1,.000,0,0,,1,0,1,0,1,0,1,0,2,-6,1.7,2024-04-02
Mouhamadou Gueye,TOR,,LAL,L,14:14,3,7,.429,0,1,.000,0,0,,0,2,2,2,1,3,5,2,6,-3,1.6,2024-04-02
Danilo Gallinari,MIL,@,WAS,L,5:36,1,1,1.000,1,1,1.000,0,1,.000,1,1,2,0,1,0,2,2,3,0,1.5,2024-04-02
Reggie Jackson,DEN,,SAS,W,25:53,4,13,.308,1,3,.333,0,0,,0,0,0,3,0,1,2,2,9,+8,1.5,2024-04-02
Monte Morris,MIN,,HOU,W,10:13,1,3,.333,0,1,.000,0,0,,0,1,1,1,1,0,0,2,2,-8,1.5,2024-04-02
Devonte' Graham,SAS,@,DEN,L,19:23,1,5,.200,0,4,.000,0,0,,0,2,2,3,1,0,0,3,2,-20,1.4,2024-04-02
Kevon Looney,GSW,,DAL,W,9:34,0,0,,0,0,,0,0,,2,2,4,1,0,0,1,1,0,-1,1.3,2024-04-02
Dwight Powell,DAL,@,GSW,L,8:38,0,0,,0,0,,0,2,.000,1,2,3,1,0,0,0,0,0,-8,1.2,2024-04-02
Keyonte George,UTA,,CLE,L,36:19,2,11,.182,1,5,.200,4,4,1.000,0,4,4,3,0,0,4,1,9,-19,1.0,2024-04-02
Jaden Hardy,DAL,@,GSW,L,8:21,1,4,.250,1,3,.333,0,0,,0,1,1,0,0,0,0,0,3,-8,0.9,2024-04-02
Aaron Holiday,HOU,@,MIN,L,5:47,0,1,.000,0,0,,0,0,,0,0,0,2,1,0,0,2,0,-3,0.9,2024-04-02
Jock Landale,HOU,@,MIN,L,18:45,1,3,.333,0,1,.000,2,2,1.000,1,1,2,0,0,0,2,1,4,+5,0.9,2024-04-02
Jaime Jaquez,MIA,,NYK,W,12:25,1,2,.500,0,1,.000,1,1,1.000,0,2,2,0,1,0,2,2,3,+9,0.8,2024-04-02
Kentavious Caldwell-Pope,DEN,,SAS,W,32:45,1,8,.125,1,5,.200,1,2,.500,0,0,0,2,1,1,0,2,4,+3,0.7,2024-04-02
Duncan Robinson,MIA,,NYK,W,28:59,2,7,.286,2,7,.286,0,0,,0,2,2,1,1,0,2,4,6,-6,0.6,2024-04-02
Amir Coffey,LAC,@,SAC,L,23:32,1,6,.167,1,4,.250,0,0,,1,1,2,1,1,0,1,1,3,-18,0.5,2024-04-02
Maxwell Lewis,LAL,@,TOR,W,6:06,1,4,.250,0,1,.000,0,0,,1,0,1,0,0,0,0,0,2,-12,0.3,2024-04-02
DeAndre Jordan,DEN,,SAS,W,5:33,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,-6,0.2,2024-04-02
Kira Lewis,UTA,,CLE,L,17:23,1,4,.250,0,3,.000,0,0,,0,0,0,2,1,0,1,2,2,-3,0.2,2024-04-02
Eugene Omoruyi,WAS,,MIL,W,14:01,1,5,.200,0,3,.000,1,1,1.000,0,1,1,1,0,0,0,2,3,-10,0.1,2024-04-02
Kobe Brown,LAC,@,SAC,L,1:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2,0.0,2024-04-02
Reggie Bullock,HOU,@,MIN,L,1:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6,0.0,2024-04-02
Jalen Slawson,SAC,,LAC,W,1:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,2024-04-02
Alec Burks,NYK,@,MIA,L,3:15,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-6,-0.1,2024-04-02
Sidy Cissoko,SAS,@,DEN,L,5:01,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,0,-0.1,2024-04-02
Johnny Davis,WAS,,MIL,W,17:52,0,2,.000,0,1,.000,1,2,.500,0,2,2,1,1,0,0,4,1,-7,-0.1,2024-04-02
Mike Muscala,OKC,@,PHI,L,5:55,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,0,-0.4,2024-04-02
Tristan Thompson,CLE,@,UTA,W,2:31,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-7,-0.4,2024-04-02
Garrett Temple,TOR,,LAL,L,28:07,2,8,.250,0,5,.000,2,4,.500,0,1,1,0,2,0,2,3,6,-5,-0.5,2024-04-02
Mitchell Robinson,NYK,@,MIA,L,10:08,0,1,.000,0,0,,0,2,.000,1,0,1,0,1,0,0,2,0,-6,-0.6,2024-04-02
Mason Jones,SAC,,LAC,W,1:39,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2,-0.7,2024-04-02
Derrick Jones,DAL,@,GSW,L,18:02,0,4,.000,0,1,.000,0,0,,1,2,3,1,0,2,1,1,0,-15,-0.8,2024-04-02
Dillon Brooks,HOU,@,MIN,L,29:00,2,6,.333,1,4,.250,0,0,,0,1,1,1,0,0,2,4,5,-2,-1.0,2024-04-02
Kessler Edwards,SAC,,LAC,W,1:39,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0,-2,-1.5,2024-04-02
Blake Wesley,SAS,@,DEN,L,15:04,1,5,.200,0,1,.000,0,2,.000,0,1,1,4,0,0,2,2,2,-8,-1.6,2024-04-02
Colin Castleton,LAL,@,TOR,W,6:06,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-12,-1.7,2024-04-02
Malik Beasley,MIL,@,WAS,L,29:54,2,13,.154,1,10,.100,0,0,,1,1,2,1,2,0,1,3,5,-7,-1.8,2024-04-02
Malachi Flynn,DET,@,ATL,L,34:03,18,25,.720,5,9,.556,9,12,.750,0,6,6,5,3,0,4,2,50,+14,42.0,2024-04-03
Jalen Johnson,ATL,,DET,W,36:43,10,14,.714,2,4,.500,6,7,.857,2,12,14,11,4,1,3,0,28,+12,36.2,2024-04-03
Anthony Davis,LAL,@,WAS,W,38:08,10,17,.588,0,1,.000,15,15,1.000,3,15,18,1,2,3,2,1,35,+29,36.1,2024-04-03
Kristaps Porziņģis,BOS,,OKC,W,30:53,11,14,.786,3,3,1.000,2,2,1.000,3,9,12,4,1,5,0,3,27,+19,32.5,2024-04-03
Devin Booker,PHO,,CLE,W,36:53,13,25,.520,5,9,.556,9,9,1.000,0,1,1,8,1,0,4,2,40,+18,29.8,2024-04-03
Jaren Jackson,MEM,@,MIL,W,37:08,14,26,.538,2,7,.286,5,6,.833,0,3,3,4,3,1,0,2,35,+19,28.6,2024-04-03
CJ McCollum,NOP,,ORL,L,41:05,10,24,.417,5,12,.417,11,11,1.000,2,8,10,4,2,0,4,3,36,+2,26.6,2024-04-03
Kevin Durant,PHO,,CLE,W,35:39,13,23,.565,3,7,.429,3,4,.750,0,6,6,7,1,0,4,2,32,+11,23.6,2024-04-03
LeBron James,LAL,@,WAS,W,36:11,9,18,.500,0,1,.000,7,9,.778,2,5,7,9,3,0,4,2,25,+9,22.6,2024-04-03
Tyrese Haliburton,IND,@,BRK,L,36:58,9,22,.409,5,14,.357,1,1,1.000,1,2,3,8,2,2,0,0,24,+3,22.5,2024-04-03
Jordan Poole,WAS,,LAL,L,34:01,10,19,.526,5,9,.556,4,4,1.000,0,2,2,5,2,0,3,1,29,-32,22.4,2024-04-03
Anthony Edwards,MIN,,TOR,W,30:07,10,23,.435,5,12,.417,3,5,.600,0,3,3,6,2,0,0,0,28,+26,22.2,2024-04-03
Jayson Tatum,BOS,,OKC,W,28:54,7,15,.467,2,5,.400,8,8,1.000,3,4,7,3,1,0,0,2,24,+14,21.9,2024-04-03
Noah Clowney,BRK,,IND,W,16:47,7,9,.778,3,4,.750,5,7,.714,5,5,10,1,0,1,1,4,22,-14,21.5,2024-04-03
Paolo Banchero,ORL,@,NOP,W,37:45,10,24,.417,2,6,.333,10,13,.769,1,5,6,4,1,0,3,2,32,+4,20.2,2024-04-03
Evan Mobley,CLE,@,PHO,L,36:05,8,13,.615,1,2,.500,3,3,1.000,2,7,9,5,1,1,2,2,20,-4,20.0,2024-04-03
Deandre Ayton,POR,@,CHO,W,37:14,12,22,.545,0,1,.000,0,0,,6,10,16,2,0,0,2,1,24,0,19.6,2024-04-03
Donovan Mitchell,CLE,@,PHO,L,37:54,8,17,.471,2,7,.286,6,6,1.000,0,3,3,2,2,2,1,1,24,-8,19.6,2024-04-03
Naz Reid,MIN,,TOR,W,25:47,8,15,.533,6,10,.600,1,2,.500,1,6,7,1,1,2,2,0,23,+12,18.9,2024-04-03
De'Andre Hunter,ATL,,DET,W,35:27,11,16,.688,3,6,.500,1,3,.333,0,7,7,4,0,0,5,1,26,+14,17.9,2024-04-03
Jarrett Allen,CLE,@,PHO,L,37:16,9,15,.600,0,0,,2,2,1.000,3,2,5,4,0,0,0,2,20,-10,17.8,2024-04-03
Dejounte Murray,ATL,,DET,W,35:26,10,21,.476,2,8,.250,2,3,.667,1,3,4,11,1,0,5,1,24,+20,17.8,2024-04-03
Franz Wagner,ORL,@,NOP,W,33:11,8,14,.571,3,6,.500,5,6,.833,0,2,2,5,0,1,4,1,24,-1,17.4,2024-04-03
Bobby Portis,MIL,,MEM,L,27:47,8,16,.500,3,5,.600,0,0,,1,6,7,3,1,2,0,2,19,-11,17.2,2024-04-03
Brook Lopez,MIL,,MEM,L,37:52,9,14,.643,5,7,.714,2,3,.667,5,5,10,1,0,0,5,5,25,-12,17.1,2024-04-03
Cam Thomas,BRK,,IND,W,39:19,9,21,.429,3,11,.273,6,8,.750,1,3,4,1,0,2,2,0,27,+3,16.8,2024-04-03
Jordan Goodwin,MEM,@,MIL,W,28:37,6,10,.600,0,2,.000,1,2,.500,4,8,12,7,0,0,1,1,13,+16,16.7,2024-04-03
Giannis Antetokounmpo,MIL,,MEM,L,32:12,10,23,.435,0,4,.000,1,3,.333,1,6,7,8,1,5,3,4,21,+3,16.1,2024-04-03
Monte Morris,MIN,,TOR,W,24:49,5,8,.625,3,5,.600,0,0,,0,4,4,5,1,2,0,1,13,+30,16.1,2024-04-03
Moritz Wagner,ORL,@,NOP,W,14:56,7,9,.778,1,2,.500,3,3,1.000,1,2,3,1,0,0,0,1,18,+6,16.1,2024-04-03
Mikal Bridges,BRK,,IND,W,35:58,6,13,.462,3,6,.500,2,3,.667,2,5,7,4,2,1,2,1,17,+17,15.9,2024-04-03
Royce O'Neale,PHO,,CLE,W,34:33,6,9,.667,5,7,.714,0,0,,0,6,6,2,1,0,1,2,17,+14,15.5,2024-04-03
Bol Bol,PHO,,CLE,W,22:13,5,8,.625,3,4,.750,2,2,1.000,1,5,6,1,2,2,2,1,15,+7,15.3,2024-04-03
Rui Hachimura,LAL,@,WAS,W,27:28,9,12,.750,1,2,.500,0,1,.000,2,5,7,1,0,1,2,2,19,+21,15.3,2024-04-03
Justin Champagnie,WAS,,LAL,L,18:35,5,8,.625,3,5,.600,0,0,,3,4,7,2,1,0,0,0,13,-6,15.1,2024-04-03
Brandon Clarke,MEM,@,MIL,W,19:57,7,10,.700,0,1,.000,0,2,.000,2,5,7,3,0,2,0,1,14,+6,15.0,2024-04-03
Nic Claxton,BRK,,IND,W,31:20,7,10,.700,0,0,,0,2,.000,4,9,13,2,0,4,3,2,14,+18,14.9,2024-04-03
Pascal Siakam,IND,@,BRK,L,34:41,12,27,.444,0,3,.000,2,4,.500,3,6,9,3,1,0,2,3,26,-20,14.9,2024-04-03
Payton Pritchard,BOS,,OKC,W,27:47,4,10,.400,1,4,.250,2,2,1.000,1,3,4,8,2,0,0,0,11,+23,14.8,2024-04-03
Scoot Henderson,POR,@,CHO,W,37:03,9,16,.563,4,7,.571,0,2,.000,0,1,1,10,1,0,6,3,22,0,14.7,2024-04-03
Dyson Daniels,NOP,,ORL,L,21:21,6,8,.750,4,5,.800,0,0,,0,2,2,3,2,0,1,5,16,-18,14.5,2024-04-03
Obi Toppin,IND,@,BRK,L,20:00,5,9,.556,3,6,.500,1,1,1.000,3,5,8,1,1,3,2,2,14,+17,14.3,2024-04-03
Luka Garza,MIN,,TOR,W,9:28,7,10,.700,0,1,.000,2,3,.667,2,0,2,1,1,0,0,1,16,+11,14.1,2024-04-03
Josh Giddey,OKC,@,BOS,L,28:14,7,11,.636,1,2,.500,2,2,1.000,2,4,6,2,0,0,2,0,17,-2,14.1,2024-04-03
Trey Murphy,NOP,,ORL,L,37:10,3,7,.429,2,6,.333,6,7,.857,1,6,7,2,1,0,0,2,14,-4,14.0,2024-04-03
Wendell Carter,ORL,@,NOP,W,24:09,5,7,.714,3,4,.750,1,2,.500,2,9,11,3,0,0,2,3,14,-3,13.7,2024-04-03
Austin Reaves,LAL,@,WAS,W,35:02,7,15,.467,2,6,.333,0,0,,2,2,4,4,2,0,1,1,16,+7,13.7,2024-04-03
Al Horford,BOS,,OKC,W,24:41,7,10,.700,2,4,.500,0,0,,2,2,4,2,0,1,2,1,16,+32,13.5,2024-04-03
Jordan Nwora,TOR,@,MIN,L,29:40,4,9,.444,1,4,.250,5,6,.833,3,10,13,5,0,0,4,0,14,-29,13.5,2024-04-03
Nickeil Alexander-Walker,MIN,,TOR,W,22:31,5,7,.714,4,6,.667,0,0,,0,2,2,3,1,0,1,1,14,+25,13.4,2024-04-03
Jaylen Brown,BOS,,OKC,W,32:49,9,20,.450,3,9,.333,2,3,.667,1,6,7,4,1,2,5,4,23,+8,13.3,2024-04-03
Isaiah Joe,OKC,@,BOS,L,20:25,4,5,.800,2,3,.667,3,4,.750,0,3,3,0,1,1,0,0,13,-4,13.3,2024-04-03
Javon Freeman-Liberty,TOR,@,MIN,L,27:17,6,10,.600,2,4,.500,2,2,1.000,0,5,5,6,1,0,5,1,16,-36,12.7,2024-04-03
Clint Capela,ATL,,DET,W,30:27,5,9,.556,0,0,,1,2,.500,2,14,16,1,0,2,1,1,11,+30,12.6,2024-04-03
Rudy Gobert,MIN,,TOR,W,27:28,3,6,.500,0,0,,5,8,.625,5,10,15,3,1,2,4,3,11,+33,12.6,2024-04-03
Chimezie Metu,DET,@,ATL,L,27:49,4,9,.444,0,2,.000,1,1,1.000,1,4,5,3,5,1,1,2,9,+20,12.2,2024-04-03
Kyle Kuzma,WAS,,LAL,L,38:33,7,16,.438,2,5,.400,1,1,1.000,0,12,12,3,1,1,4,0,17,-8,12.0,2024-04-03
Jabari Walker,POR,@,CHO,W,41:32,4,17,.235,1,3,.333,5,5,1.000,3,19,22,2,0,1,0,4,14,0,12.0,2024-04-03
D'Angelo Russell,LAL,@,WAS,W,37:32,7,16,.438,4,10,.400,0,0,,0,3,3,2,2,0,2,0,18,+8,11.9,2024-04-03
